name,description,channel_id,date_subscribed
BPS.space,Space is the place,UCILl8ozWuxnFYXIe2svjHhg,2024-07-12T15:10:52.587831Z
LordiofficialVEVO,,UCITk7Ky4iE5_xISw9IaHqpQ,2017-11-25T19:04:05Z
YG,"YG on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCIUKjjLfyf19Mr6Q_27GXlw,2018-04-30T22:49:51.095108Z
Calvin Harris,Calvin Harris / Love Regenerator,UCIjYyZxkFucP_W-tmXg_9Ow,2018-04-04T13:43:49.375573Z
"love, hellen.",,UCIrsn2pXvKRLRvYAd2LIWNA,2018-02-04T05:20:32.967922Z
Stargate Music,,UCIut_zjAFP5DBZjc9akt_Kg,2019-10-08T01:37:52.413309Z
This Kenyan Dev,,UCIw9Kh8Nz9eyhADJ8oIsTtQ,2021-06-20T17:04:44.160411Z
Justin Bieber,,UCIwFjwMjI0y7PDBVEO9-bkQ,2018-05-11T01:07:20.211717Z
PROPESA TV,Hallo William,UCIwVtE_iCDkEg5jKvP6k7RQ,2017-02-04T07:29:31Z
Cassie,,UCJ1zqHekuzBhTr5HIH7uufA,2018-05-03T08:29:05.40844Z
Peter Ndung'u,I don't know what I'm doing here... Maybe sometime later I'll have an idea.,UCJ2VUvp4w0jiSMfoQFsJipQ,2017-09-15T20:58:29Z
MATATA OFFICIAL,"MATATA is a Kenyan-Norwegian Music and Dance Group based in Oslo, Norway
consisting of 4 Members: Marcos Ojiambo, Richie Mathu, Freddy Milanya, and
Festus Mwenda.
The group has consistently been dropping hits with incredible screenplays exhibited in
equally excellent music videos that have seen their songs often go viral, accompanied
by dance challenges on social media. Their hits catalog includes Inakubalika,
Mpishi, Siko fiti, Chini Chini, Mare Mare, Ruracio, Kata, Gengetone Love, and more.
With plenty of versatility, the group earned a nomination in the 2020 MTV Mama
Award in the “Best Alternative” category. The group has also been awarded
PulseMusic Video Awards for ``Best Group Video of the Year"" and Best
Choreography of the Year"".
Without a doubt, Matata is already leading the conversation regarding
demonstrating to the world the multiplicity of Kenyan music!",UCJ2XnwRKT0ksT9E1lri1wlg,2019-12-17T07:01:19.424681Z
Young Swila,Official YouTube Channel for Young Swila CEO of It's Only Entertainment.,UCJ3uBBUGSdA_R1lMaQc0tSw,2019-05-20T14:14:25.966898Z
WWE,"WWE on YouTube is your number one spot to catch WWE original shows and exclusives!

Watch videos from all of your favorite WWE Superstars, backstage fallout from live shows including Raw, SmackDown, NXT and original shows such as Top 10, WWE Playlist, Superstar Playback and much more! 

Subscribe - https://goo.gl/2YO0Is

Where to watch WWE: https://wwe.com/wheretowatch

Watch WWE on Netflix: http://netflix.com/WWE
Watch WWE on ESPN: https://plus.espn.com/
Watch WWE on Peacock: https://pck.tv/3ZTjVE7",UCJ5v_MCY6GNUBTO8-D3XoAg,2015-05-27T10:38:17Z
Monstercat Uncaged,"Monstercat's original brand breaks the barriers of expectations, exploring heavy-hitting, bass-fueled sounds from talented artists across the sonic spectrum of dubstep, drum & bass, trap, breaks, and more.

If you would like to use Monstercat's music in your own videos or Twitch streams: https://monstercat.com/gold",UCJ6td3C9QlPO9O_J5dF4ZzA,2015-11-29T18:37:31Z
Financially Incorrect ,Money doesn't have to be intimidating. The Financially Incorrect Podcast is a fun and informative way to learn about personal finance. Host Barrack Bukusi debunks money myths and reveals the truth behind common misconceptions. Join him with a different guest every week as he helps you achieve your financial goals.,UCJ7F5LT-7h8Hfplf6BTTiXg,2025-06-12T21:52:44.63362Z
oksyde musik,"https://linktr.ee/OksydeMusik
Enjoy the best of urban afro hiphop from Africa kenya +254.
Cohesive music that offers a wide range of topics, from weighty issueslike the struggles of life and crime to light hearted banter about life and personal lifestyle.
Worked with the likes of king kaka , femi one, khaligraph jones, scar wakadinali, boutross, nikki mbishi tz etc.",UCJ7SlQgYghIwroRcCGzImuw,2019-05-20T14:10:02.408634Z
Three Days Grace,"New album Λ𝖫𝖨𝖤𝖭Λ𝖳𝖨Ø𝖭 out now 🔥👤 
Featuring ""Apologies, ""Kill Me Fast,"" & ""Mayday""

THREE DAYS GRACE
Adam Gontier / Matt Walst / Barry Stock / Brad Walst / Neil Sanderson",UCJDON3eLf8709E9YfjAgLOw,2018-02-19T00:00:07.957865Z
Gizzy Supreme,"Est.2014  💯
Journalist 🎓
Karibu!",UCJFS1Nt2M4YsGMAUH3pfLvw,2015-12-15T05:19:53Z
Tasty,"Tasty
The official YouTube channel of all things Tasty, the world's largest food network. 

We’re the home of your favorite recipe videos and food shows featuring the potato heads you know and love, and all the new fun faces you’ll learn from. Stay awhile and come say hi!

Interested in being in a Tasty Video? Apply here to be in our Talent Database: https://airtable.com/shrxXjsfgWbNSDQ2w 

Connect with Tasty:
Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube
Subscribe to Tasty Newsletters: https://bzfd.it/2SC4h0S
Like us on Facebook: http://www.facebook.com/buzzfeedtasty
Follow us on Instagram: https://www.instagram.com/buzzfeedtasty/
Follow us on Twitter: https://www.twitter.com/tasty
Find our recipes and buy the ingredients all in one place. Download the Tasty app today: https://tsty.it/app
Shop the Tasty Kitchenware line: https://t.co/0dPSuobra7",UCJFp8uSYCjXOMnkUyb3CQ3Q,2017-08-31T10:01:30Z
Binging with Babish,"Binging with Babish is the realization of a young(ish) man's dream to combine his love of film and cooking, and to have some fun in the process.  Join us each week as we recreate the foods you've always wanted to try in movies and television - and if you're not careful, you just might learn a thing or two.

http://www.twitter.com/bingingwbabish
http://www.facebook.com/bingingwithbabish
http://www.youtube.com/bgfilms
http://www.instagram.com/bingingwithbabish",UCJHA_jMfCvEnv-3kRjTCQXw,2019-07-18T17:01:34.276232Z
125 Music,,UCJJc_pLZXw4p4T7_1KRTJIg,2019-05-28T06:47:45.336159Z
NavyKenzoVEVO,,UCJKtOmprUSPhT6x52Qlimvw,2018-04-19T22:41:19.968593Z
CANNIBAL CHOSEN1,,UCJKw1kENERsTgmfPlNgPvyQ,2016-10-06T11:21:09Z
lacunacoil,,UCJMyff8tcUHlVm4nVjY3hCQ,2018-04-25T23:31:31.539237Z
Avril ,"Singer, Songwriter, Recording and Performing Artist",UCJNJg2FZ0MXNo3R383ASXQA,2016-10-29T20:09:56Z
Sailor J,Let's do this thang.,UCJOzFn6EU1wxQlEhbor14RA,2017-12-04T20:31:50Z
Kenyan Fortitude,"Fitness minds from the heart of Africa, Kenya, to motivate inform and inspire!

for·ti·tude
ˈfôrdəˌt(y)o͞od/
noun
courage in pain or adversity.
synonyms: courage, bravery, endurance, resilience, mettle, moral fiber, strength of mind, strength of character, strong-mindedness, backbone, spirit, grit, true grit, doughtiness, steadfastness; informalguts",UCJRTMF5eeeLuMb8gQQI_Tug,2018-01-18T12:30:23.543086Z
c i r u,Renee Wanjiru Kihanya's Art :),UCJTiEbC1iId0mNK4wR9SS1A,2016-09-30T20:15:16Z
Evanescence,"Welcome to the Official YouTube channel of Evanescence. Subscribe to see the latest videos! 

Two-time GRAMMY® Award-winning Evanescence has made an impact on people around the world. The group’s 2003 landmark debut album Fallen laid the foundation; spending 43 weeks on the Billboard Top 10 and selling more than 17 million copies worldwide. Debut single and global hit “Bring Me to Life,” reached #5 on the Billboard Hot 100 as well as marking their first U.K. #1 hit single. The equally popular “My Immortal” peaked at #7 in the U.S. and U.K. Following multiple worldwide tours, The Open Door came next, which went on to sell more than five million copies followed by the self-titled Evanescence which debuted at No. 1 on the Billboard Charts.",UCJeH7gl6PbDVV4DTldIOPOA,2018-04-10T22:30:37.28552Z
Fredrick Odhiambo,"This channel is all about music. Music from the Western side of Kenya, mostly Luo and luhya songs. Thus, you are welcome here for benga, rhumba, isikuti, nyatiti and ohangla. If you are an artist and you would like your music shared to the world for purposes of marketing yourself, reach out to me and I will help you with that, free of charge. If you know any artist whose music you like and would like it online, let me know and I will arrange to avail it here. New artists are most welcome on this platform to market their music.",UCJfJXTXgyCIa-Z2djYo8OZg,2016-09-14T12:45:35Z
Breaking Benjamin,"AWAKEN out now! 
https://breakingbenjamin.lnk.to/Awaken",UCJhe07czqzg4UzpjvQWkmMQ,2018-04-16T01:05:19.286222Z
QQ,"After dominating the airwaves with his #1 single in over 17 countries and most internationally known for his mega hit and reggae dance craze, Stookie, singing sensation QQ is prepared to make history again! Experiencing years in the industry as a successful recording artist and with a proven track record, QQ is no stranger to setting records. Most recently, QQ’s dance anthems Splice and Skip To Malou dominated the local Reggae scene. At age 10, QQ set the record as the youngest artist in Jamaica to have a hit song with his record, Poverty. His impact on reggae and dancehall music is undeniable.",UCJk5ZVH0gChp3Rt1QKid7sw,2019-03-21T23:41:26.696614Z
LL COOL J,,UCJk8BhnzYy-KkQ34Q7oZu1Q,2018-07-30T22:46:26.759829Z
Nerdwriter1,The Nerdwriter is a video series about art and culture.,UCJkMlOu7faDgqh4PfzbpLdg,2016-08-14T09:03:20Z
Warren G,"Warren G❗️

📌Dont Forget To Tap Notification Bell ☞🛎◃ For Live Updates🔻
https://linktw.in/olracm 

► Subscribe to Warren G's YouTube🔻
https://linktw.in/olracm 

►Connect With Warren G Again
TikTok | https://www.tiktok.com/@warrengfunk
Instagram | https://www.instagram.com/warreng/ 
Spotify | https://open.spotify.com/artist/2B4ZHz4QDWJTXPFPgO5peE 
Soundcloud | https://soundcloud.com/warrengeezy 
Facebook | https://www.facebook.com/warrengeefunk/ 

► Official YouTube Channel Of Warren G Subscribe For The Latest music videos, performances, and more👇❗️❗️
https://linktw.in/olracm 

► Warren G | Booking Information🔻
Email: gfunkmusicpartnerships@gmail.com 

🔻if You Haven't Subscribed Warren G’s YouTube Channel ⬅   📺Hit Link 🔗 Below 🔻
https://linktw.in/olracm 

 https://www.youtube.com/hashtag/warreng

Follow Warren G on ALL streaming and social platforms now. gfunkmusicpartnerships@gmail.com  | 

https://linktr.ee/mrwarreng | https://www.warreng.com/",UCJmoMFsHzv8UfR4BTzTxV-w,2019-07-03T23:25:01.719505Z
Trevor Maingi,"Introverted NPC roaming earth 🌍

Filmmaking has become a new desired journey.  I love to create stories through still images but, I always want to pair them with incredible footage so why not put my skills to the test.
Everyone has a story to tell, and I want to be the one to document it. 
Hope you enjoy.",UCJnJsQiBslUxqbOrw_q2Fxg,2017-09-15T20:54:00Z
DCMTRS,"A group of eclectic kreatives from Nairobi, Kenya, Africa to the World.",UCJnXoZw5IrgaIz1R0YYBwsw,2019-02-20T19:50:48.347928Z
bizzlevideos,Official Page https://linktr.ee/LethalBizzle,UCJoAOYQvL5-rrL-gpHTdOPg,2019-06-27T00:14:55.717433Z
face of radio Kenya,,UCJpqyzUzBdZQqke4D2ItjWg,2015-03-19T16:12:23Z
Becky G,"Becky G on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCJrREGJ2R1mMuKJkZ8SMCcA,2018-04-10T22:30:37.363796Z
Dr. King'ori (Felixe JaSiaya),"This is the Africa headquarters of Good Vibes with the Good Vibes Captain DR. King'ori. On the platform, we explore all topics of interest...Especially Finance, but mainly Comedy",UCJvhxJf8-Bne99uzuQpFIpg,2017-06-27T20:37:29Z
Wangechi Kenya,"Official Youtube channel for Wangechi. A rapper/singer and songwriter based in Nairobi, Kenya.",UCJzGbSJpBAppscxVcxOIInw,2018-07-20T11:38:22.146975Z
Three Days Grace,"Three Days Grace on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCK-VRwguZP3cokOAxI0F1HA,2018-02-19T00:00:07.983128Z
Alicia Keys,"Watch my Apple Music Live Masquerade Ball now right here on YT ✨
New song L’aurora with Eros out now 🎶
Tickets: @HellsKitchenbway 🎭
Creator @keyssoulcare 💜",UCK5X3f0fxO4YnVKVZP8p6hg,2017-12-08T20:06:13Z
Soulja Boy,"Soulja Boy Tell'em on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCK5Z4cLoPQrbOXVsrD7Vigw,2018-04-27T00:00:42.94867Z
THIRTY SECONDS TO MARS,OFFICIAL THIRTY SECONDS TO MARS YOUTUBE CHANNEL. #ABL20,UCK7wTMguyPyPCjhLoOK2rJg,2018-04-06T12:20:06.020002Z
OnlyLeigh,I make the funnies about your favorite shows,UCKDgu_ybsj4sGbeAr-ZquGg,2015-12-02T04:57:35Z
Anthill Studios,Africa’s leading Film Production and animation studio,UCKGk-YzNll_yrUJdoZvWcNw,2017-01-30T14:47:35Z
Daft Punk,"Daft Punk on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCKHFvArwRwQU2VbRjMpaVGw,2018-04-17T01:10:48.978203Z
Moraa Nyaribo,,UCKIFjN4d8QbMx2IzBT3RoBw,2017-09-10T08:05:30Z
victoryxm,Beauty and lifestyle content,UCKKo3aWcLRMWZxzotohVv1Q,2018-05-24T17:04:06.745393Z
Talk Python,"Talk Python to Me is a weekly podcast hosted by Michael Kennedy. The show covers a wide array of Python topics as well as many related topics (e.g. MongoDB, AngularJS, DevOps).

The format is a casual 45 minute conversation with industry experts.

Have feedback for the show? Send it to talkpythontome@michaelckennedy.net. We'd love to hear from you.

The show is owned and operated by PDX Web Properties, LLC. (a small company run by Michael Kennedy).",UCKPSmMfDsXTKrCZApukcJ7A,2022-02-17T10:45:09.044807Z
Carrie Underwood,"Carrie Underwood on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCKTgj8r-wp80wJgDxhc6jpA,2018-04-16T01:05:18.597878Z
Art Attack,Music. Activism.Gender Rights. Love.,UCKUOoC38nnQaFSBaUr8rjDw,2016-02-23T09:03:36Z
WabebeXP -  Willis Raburu,"Wabebe XP is a youth-centric digital-first media platform that tells authentic Kenyan and African stories through shows, events, music, and creative content. It is designed to empower and amplify Gen Z and millennial voices, blending entertainment, culture and lifestyle with opportunities for creators to thrive. Wabebe XP is not just a channel-it is a movement that connects audiences, creators, and brands in a bold, vibrant and disruptive way. Born on TV, now built for digital catch new drops, highlights and live moments online.",UCKV0Wqwoneogmm5QvzXqssg,2020-08-30T09:02:34.117912Z
Python Bytes Podcast,"Python Bytes is a weekly podcast hosted by Michael Kennedy and Brian Okken. The show is a short discussion on the headlines and noteworthy news in the Python, developer, and data science space.",UCK_eZkV9CYCxhdf9f0dEukA,2023-02-03T09:38:30.184268Z
Laureezy F,"I'm Laureezy and I post videos.


Blogger | Vlogger | Creative

Find me
https://twitter.com/laureezyF",UCKa3795nfR8Oh3DXQLglHcQ,2015-06-17T16:43:29Z
Alaine,"Alaine Laughton (born September 21, 1978), known by her first name, is a reggae singer and songwriter.[1] She was born in New Jersey, but moved to Jamaica at the age of three.

In 1988, Alaine appeared in movie Clara's Heart alongside Whoopi Goldberg.[2] Through the late 1990s and early 2000s, Alaine lived in the United States and did songwriting and singing back up for Rocafella artists such as Cam'ron and Freeway.

She moved back to Jamaica in the summer of 2004 to focus on her own music after working as an investment banker for JPMorgan Chase. Alaine later met with Craig ""Serani"" Marsh of DASECA, and started working with him. Their immediate chemistry provided Alaine with her first song on the radio within days of her arrival back to Jamaica.

In 2005 single ""No Ordinary Love"" on Don Corleon's Seasons Riddim (Sean Paul, T.O.K.) was a breakthrough single in the reggae scene, and Alaine was quickly praised for her special talents.",UCKcDyYc8cNSOnHQoLmdKS_A,2026-01-10T16:06:04.504056Z
theDOMINICshow,"So I Thought I Can Dance, America's Most Asian Crew, and C.E.O. of a Multi-Dollar Company.",UCKcGZgLvLdgD1o3dh7JadkA,2015-11-14T21:57:37Z
Hamilton,"📍 Broadway, @disneyplus, and around the world!

https://www.HamiltonMusical.com",UCKhSqWRvBtjlivrs_xeT5aQ,2018-01-19T12:34:11.835937Z
Sincerely Didi,"Sincerely Didi is story about a girl with a will to live, sharing my life journey and experiences as I evolve in every stage of life.
Sit tight as I share day to day bits and bobs of Life, style and wellness.
xx
Sincerely, Didi

For business inquiries email: treasa.mbeka@gmail.com",UCKi7byGcqaWRt4a8hqc1c7g,2017-02-05T16:12:18Z
Natalie Tewa,,UCKnUxxnZMs0Ig0ge3Ust_EQ,2018-10-29T04:43:42.034569Z
E.L GH Official,Official YouTube page of Multiple Award-winning Artist E.L,UCKqVJS12QT9UhcLcj18ObvQ,2014-10-31T10:14:59Z
Brendan Meyers,"Hey there and welcome to my channel.

For my CreateU Experience podcast GIVEAWAY, go here -- www.createuagency.com/podcast-giveaway

Don't forget to follow me on social media, @Thebmeyers on Instagram!",UCKrd5VRxcXFvMf4-9VmpLuA,2017-04-27T18:02:19Z
Will Smith,The official YouTube channel for Will Smith,UCKuHFYu3smtrl2AwwMOXOlg,2018-05-12T18:26:37.867057Z
ALBO,"My name is Albo and I am a JDM car enthusiast and filmmaker who moved to Japan in 2010. Over the years I have continued to explore many aspects of car culture and life in Japan.

MERCH: www.thehvnters.jp",UCKuphhWsSpVkfOivxdTpupw,2018-07-19T21:10:54.860234Z
Chloe x Halle,"just two girls who love making music in our living room 👽🎶❤️

⚡️UNGODLY HOUR (CHROME EDITION) OUT NOW!✨ 
ChloexHalle.lnk.to/UngodlyHourChrome

#CatchUp https://chloexhalle.lnk.to/CatchUp

listen to our debut album #TheKidsAreAlright now: http://smarturl.it/TKAA

watch our official short film #TheKidsAreAlright: https://youtu.be/Rn3wznA1RlQ

listen to our song #TheKidsAreAlright out now:
http://smarturl.it/TheKidsAreAlright

watch our official #TheKidsAreAlright video: http://smarturl.it/TheKidsAreAlrightVid

listen to #GROWN, the official song for ""Grown-ish"" here: 
http://smarturl.it/Grown 

watch our official ""GROWN"" video: http://smarturl.it/grown/youtube   

Website: http://chloexhalle.com
Facebook: http://facebook.com/chloexhalle
Twitter: @chloexhalle 
Instagram: http://instagram.com/chloexhalle
Snapchat: chloexhalle
Soundcloud: http://soundcloud.com/chloexhalle
Musically: chloexhalle",UCKvu7JgqK7-ZKUKHC33meEw,2016-05-08T08:37:44Z
Comics Explained,"What's up? I'm Rob aka Comics Explained and I've been reading comic books for over 25 years. So whether you're looking to get back into comics, brush up on your knowledge or wanting to get into comics for the first time, look no further. Check out my content and I'll make you an expert on any and all comic books!",UCKxQmKgrkUv4S7P5w0pLayw,2015-10-01T21:41:47Z
Effjitv,"Music. Art. Vlogs.
💫


Spotify:   https://open.spotify.com/artist/7Ct2oQCP2BEMpMBqk2lRJK?si=7_0mqv2fQg6nAFTX6s-Efg

Apple Music: https://music.apple.com/us/artist/effji/1483530618

Instagram: https://www.instagram.com/effjitv?igsh=MWlremR0aXN2MTE2cQ==",UCL-kE1c3dOIwxTECTar5d-w,2020-09-22T11:51:49.003926Z
Lupe Fiasco,,UCL-oXPhoUdtdioVh6fKzX9A,2018-04-07T12:52:41.659012Z
SnoopDoggTV,"Snoop Dogg on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCL7CNO0U9SjWFbu7veoLRBw,2020-01-07T00:04:41.154082Z
CinemaWins,"Because liking things is more fun than not liking things.

Sometimes the critics are wrong. Some movies, while full of plot holes, continuity errors, and bad acting have plenty of wins! Every week I’ll do a movie you love, that maybe the world hates. Did you go into a movie with your mind made up? Maybe there's more greatness in it than you thought! And some movies are just so good they deserve the winning treatment.

The internet is full of so much hate and negativity, ultimately I hope my videos will brighten your day!

I use a similar format as CinemaSins specifically to be their opposite. This is just my spin on films that I think don't get the respect they deserve or are so good they need to be celebrated. Or more often, stupid crap that made me laugh and want to watch it again.

Support me on Patreon if you'd like: https://www.patreon.com/CinemaWins

Outro Music: ""Rise of the Heroes"" by Jon Wright",UCL8h3ri2WN_-IbviBlWtUcQ,2017-09-02T19:47:25Z
VIBES and LAUGHS ,"A free platform where up and Rising Artists can feel safe, perform and express themselves to the fullest.",UCLAZlD6JYy5IkPFJzlQjXJA,2016-09-21T11:01:06Z
Vth Season Audio,"Vth Season is a boutique full service entertainment and marketing company based in Rosebank South Africa. Home of AKA, Ami Faku, Manu Worldstar,  Benny Afroe, Nhlonipho, Kekelingo, Purevibe, Jabz Dimitri...",UCLByRrFq3D0sfhPClWL5uXw,2014-12-22T10:51:01Z
Trina,"Trina, recording artist & TV personality is still running high on her recent string of success. She continues to remind everyone she's still ""Da Baddest B*tch""... even after 22 years of the release of the title track from her game-changing debut album!  The impact of Trina’s debut album is still blasting through speakers all over the world. Her influence has reached many of today's generation of female rap.  Her current single ""Clap"" featuring Latto is out now, produced by HitMaka.

The Vh1 Superstar of Love & Hip-Hop Miami, was recently honored by Pandora and Tidal for her long reign in the music industry.

""I'm in a really good space, I am grateful for all the love I received from my 22 year celebration in both Atlanta and Miami; I'm happy the world is finally hearing my new music..."" 

Make sure you add her timeless music and videos to your playlists. Share it with those who need to be reminded that Bad B*tch Energy is to be owned and flexed!",UCLCefNxa6Tn_bwaomOcV2jg,2022-06-10T07:44:13.360571Z
Katempa,Bookings 0707474168,UCLF04I8V7xLdzgATFzAclZQ,2017-09-27T14:47:38Z
Nicky Romero,"Welcome to the official YouTube channel of Nicky Romero.
Get the latest on new music, live sets, tour moments & everything in between.
Don't want to miss anything? Subscribe: https://www.youtube.com/nickyromerotv?sub_confirmation=1",UCLFiirHOF-wa3QRExEa4m8A,2017-03-08T22:23:36Z
Chef Jean-Pierre,"Chef Jean-Pierre is a James Beard Nominee Chef, TV Personality, and the Author of 3 Cookbooks with 54 years’ experience as a Professional Chef.  He opened and ran one of America’s best 100 restaurants for 22 years and a cooking school with 40,000 students for more than 21 years.   
The Chef hosted over 200 cooking shows distributed on PBS in every television market in the US, China, and Australia.  The Chef appeared on The Today Show 28 times as well as been a guest many times on Larry King, Regis and Kathie Lee and The Lifetime Channel.  
After many years he is coming out of retirement to once again teach and entertain us with a fun and straightforward approach to Gourmet Cooking!  Come learn to cook with Chef Jean-Pierre, making cooking fun for everyone. If you not having fun cooking, you are not doing it right! 
As Chef Jean-Pierre would say....""Even a child could do it!""",UCLGNeElk4sNgzUrZr0c9krA,2023-04-15T20:52:49.627827Z
YAKbattles,"Worldwide coverage of urban dance events by the YAK FILMS crew.

YAK is a production team of young filmmakers dedicated to youth-led multimedia production which provides a voice for resistance and an alternative to played-out mainstream media.

More videos at http://.www.YAKFILMS.com",UCLHJEbuRvI6lgs234SVpH-g,2015-06-07T07:31:19Z
KackisHD,"The Ultimate Destination for High Quality Gameplay, Guides, Tips, Tricks, and Opinion! With a focus on Destiny 2!

This Channel Includes a variety of gaming content:

Destiny 2:
-The Latest News & Updates from all new DLC to The Witch Queen and Beyond!
-The best Complete Raid guides found anywhere!
-Exotic and Legendary Weapon Guides and comparisons!

Borderlands 3:
-Gameplay, Guides, Builds & More!

Destiny:
-Massive catalog of Guides, reviews, and more!

The Division 2:
-Exotic Weapon Guides!
-General Tips and Tricks

Borderlands 2:
-Weapon Guides
-General hints, tips and tricks!

Battlefield 4:
-Weapon Guides
-Best weapon of each gun-type

Mass Effect 3, And More!",UCLM1eE8w_DZ89n4yIxVbffA,2019-11-16T22:28:48.336685Z
ccbobby20,I exist,UCLPdUTxEWvrdLvmYKloQ8DQ,2015-07-01T12:19:49Z
thepostarchive,"If you are a copyright holder that would like something removed from my channel please email me & I will respond so you do not need to file a DMCA Copyright Takedown Request with YouTube. Thank You. -thepostarchive@gmail.com

About me: NBPoC trying archivist collecting between & through institutions 

Follow @thepostarchive

About channel: curating and releasing rare recordings into the world. Vintage radio, poets and writers reading their works, interviews, jazz, and more. This channel is not affiliated with any institutions or nonprofits. 

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",UCLR5hbk0utzRMOAPxeBqdFw,2019-01-27T10:02:58.387294Z
Vanessa Mdee,Official Youtube Channel for Musician Vanessa Mdee.,UCLSqbQuWS_vJrE8fhizL2rQ,2018-04-24T23:53:35.499804Z
Bevan Smith 2,"Hi, I'm Bevan Smith. Welcome to my data science channel.

Check out my new course on exploring and preparing data for model training

https://bevaniansmith.gumroad.com/l/tyisth",UCLWxzh4RUifJJqAL_WRzpzw,2025-09-20T19:45:21.905002Z
North Bay Python,"North Bay Python is a single-track Python conference held north of the Golden Gate in in a barn on a working ranch just outside Petaluma, California. We're nonprofit and community-run, serving professionals, enthusiasts and students alike. We aim to be accessible, inclusive, and affordable.",UCLc1vUexbRTlRBJcUG9U6ug,2023-08-08T14:36:48.650829Z
Angela Otieno (Angie Otieno),,UCLeusJ0BC05dQLRhsoTGI0A,2018-06-07T19:37:36.06331Z
ScHoolboy Q,"ScHoolboy Q on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCLi6DTUnJdDOUkWu0szfI0g,2019-04-17T23:24:29.803941Z
Kat Deluna,"Dominican-American singer/songwriter and performer Kat DeLuna’s debut album was “9 Lives”. She strutted into the limelight with her Pop/Dance Caribbean-flavored, gold-certified single “Whine Up,” featuring Jamaica Reggae star Elephant Man, DeLuna has undergone a personal and artistic rebirth. Now, DeLuna is reemerging with a refreshingly innovative, dance and rock-infused sound that allows her to flaunt her operatic vocal range. Ever the trendsetter, DeLuna is also experimenting with a much bolder look that attests her self confidence and fearless attitude. Her previous single with Arcángel, “Nueva Actitud”, showed she can be a powerful voice in Latn music.",UCLjew49sR5d14IokfbUSpuA,2018-04-18T23:45:26.965362Z
Luis Fonsi,"Luis Fonsi en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",UCLp8RBhQHu9wSsq62j_Md6A,2018-04-11T22:58:21.454446Z
Centonomy,"We believe everyone can create wealth and live abundantly. Prepare to be educated, entertained, and transformed. We empower you to understand how money works and how to make money work for you. 
For more information contact +254700036433 / 0735095549 / talkcents@centonomy.com",UCLv5Fgh4tUCVy7vhyFyvo-w,2018-10-17T17:39:23.291945Z
Joé Karani,"Making the impossible possible.
-----------------------------------------------------------------------------------------------------------------------------------------------------------
Follow me on:
Instagram: https://www.instagram.com/joekarani/
SnapChat: https://www.snapchat.com/add/joekaraniTwitter: https://twitter.com/Joekarani_
Facebook: https:https://www.facebook.com/JoeKaraniKE/
Email: joekaranivlogs@gmail.com/joekarani@muiruri.co.ke",UCLyclCi4pXnY-7IBu6zC-XA,2017-11-29T22:05:43Z
IHeartMemphis,"Email : iHeartMemphis901@Gmail.com

IG & TIKTOK : iHeartMemphis",UCLyljOdjzIXA3LJ3N3eHPbg,2022-08-27T22:16:49.120078Z
Marvel UK,"Marvel Entertainment, LLC, a wholly-owned subsidiary of The Walt Disney Company, is one of the world's most prominent character-based entertainment companies, built on a proven library of over 8,000 characters featured in a variety of media over seventy years. Marvel utilizes its character franchises in entertainment, licensing and publishing.",UCM-jlCRlsC59Pq5oXa61CzA,2014-05-28T05:13:22Z
mamabear kenya,"HI, THANK YOU FOR STOPPING BY. I AM A WIFE AND AN AFRICAN MOTHER OF TWO BOYS. I LOVE TO CLEAN,  BEAUTY AND EVERYTHING NICE IN LIFE. IN THIS CHANNEL,  YOU WILL SEE MUMMY, GIRLY, CLEANING, AND EVERYTHING NICE VIDEOS.  LETS TAKE AN ADVENTURE TOGETHER AS WE EXPLORE LIFE'S BEAUTIES. FEEL FREE TO SUBSCRIBE, LIKE AND SHARE ANY VIDEOS YOU PLEASE. ❤💞

EMAIL ME @ sashaninnah@gmail.com",UCM0N_q9cdIJu82QSnjyZj2A,2018-01-16T11:49:09.405887Z
Chiira Maina,,UCM4uxpzJxtGdl8MusxuW5oA,2017-10-20T14:44:25Z
Terrianne Iraki,"Terrianne Iraki is a 25-year-old Kenyan singer and songwriter. She is heavily influenced by artists such as Nina Simon, Alicia Keys, Sabrina Claudio, H.E.R and Jorja Smith. 

The R&B and Soulful songstress mission is to connect with her audience with her meaningful lyrics and storytelling about her day to day life experience.",UCM5W08WaxtnVij37OC5rplA,2020-10-10T17:57:06.425997Z
Elsie Gach,Welcome to my channel! Looking forward to sharing this journey with you!,UCMBZNSpuwwj2qwkN4Yd7B7g,2021-01-06T21:23:14.181871Z
